	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
84541	5.500508896	4.999237875	3.258729962	5.607194176	4.038743442	5.389793936	4.28571292	5.230956142	4.01231837	5.164094365
641516	0	0	1.94751655	0	0	2.990918566	0	0	0.960585845	0.871764811
56888	10.26463811	11.77465579	10.1176431	10.12461841	10.33053521	10.54538569	10.89470615	10.5442716	10.29729701	10.11056722
3744	0	0	0	0	0	0	0	0	0	0
3736	0	0	1.280124892	0	0	0	0	0	0	1.411317768
3737	0	0.843501526	4.290675055	1.218037159	2.703255772	0.825541427	0	0	0	0.871764811
3738	4.504709366	4.326717099	3.025542685	7.172288483	2.435655261	2.031677496	1.728138203	2.554367826	3.099059506	3.21704455
3739	0	0	3.258729962	0	0	0	0	0	0	3.082174594
3741	2.989938264	0	8.84862294	2.931928843	2.435655261	3.897201695	2.677418036	0.857821792	4.246058393	4.267333537
3742	2.8230156	0	6.261423625	2.656496371	4.456030722	2.493954694	0	3.055039435	4.246058393	3.835722002
3743	1.84967907	2.062743429	3.934110716	0	2.928881927	2.031677496	1.34596403	2.339622003	1.940429889	3.21704455
7881	2.989938264	3.599567744	3.459431619	4.080239801	4.13241233	3.359858472	4.103598348	3.965534965	5.676433855	5.569035317
8514	9.445388615	7.431278624	8.943770745	9.866290912	8.457817521	5.936206833	6.183960851	7.177773316	6.766229406	8.089420289
9196	3.398979633	5.402954059	5.198270188	3.962447226	3.714564249	4.640285432	2.029982866	4.519378353	5.381324908	6.143832153
3745	0	0	1.280124892	1.218037159	1.0721058	1.347325492	0	1.392152534	2.518635847	3.453978431
9312	0	0	3.025542685	0	2.106884289	0	0	0	0	0.871764811
3746	0	1.758431108	5.631436099	0	0	0	0	1.392152534	1.940429889	1.803061675
3747	1.452120959	0.843501526	3.025542685	0	0	0	0	0	0.960585845	0
3748	7.214993193	9.989100538	6.658211483	7.736074455	10.05805885	7.606015753	4.037399794	9.45209995	10.09002096	8.535759434
3749	8.606919272	8.091160838	8.605743957	6.795450077	8.963896582	8.108019948	5.585911962	7.217689242	7.444033397	7.743339925
3750	6.579211833	7.921896859	10.46104084	5.607194176	4.836095813	6.155229092	4.103598348	6.273528944	6.16903306	6.6522728
3751	3.398979633	3.935450318	0	3.834165097	2.928881927	3.820424072	1.728138203	8.063125393	6.091090474	5.023933951
3752	2.989938264	5.102926827	2.402094544	0	2.928881927	2.031677496	0.824564212	2.554367826	1.940429889	3.559296014
23630	2.634198274	2.062743429	8.71277253	1.868884273	4.381670993	1.347325492	1.34596403	0.857821792	0	2.579976597
3753	2.8230156	2.313884328	4.95419631	3.834165097	7.549427367	5.492346734	5.56256604	9.112169449	8.080183295	9.201025831
9992	2.160984708	3.283744017	4.95419631	5.094088245	3.938568092	2.990918566	1.728138203	2.339622003	2.930264245	3.917231235
10008	6.808785315	7.209172598	7.154095062	8.461311225	7.732587366	7.16072762	8.859152709	6.74708524	9.38570734	6.273301409
23704	4.32892261	5.760950095	7.049070918	6.182255292	5.459395551	6.074875739	4.166892156	4.038664438	6.296055379	6.952119197
3754	1.452120959	2.878823414	8.540820056	3.163112244	4.456030722	0	4.227525456	2.741229664	7.139744722	1.803061675
3755	8.606919272	8.107875621	10.46396222	4.080239801	8.960707753	6.024423852	3.968017002	5.100401632	6.702131119	7.960771164
26251	0.901571685	1.37233924	0	2.315798063	1.68036937	2.493954694	0.824564212	0	0	0.871764811
170850	2.8230156	6.625212032	4.392317423	4.636491219	0	4.39761132	2.279501011	4.23814484	5.009902499	4.647682908
93107	0	0	0	0	1.68036937	0.825541427	0.824564212	0.857821792	0.960585845	0
3756	0.901571685	1.758431108	2.747236999	0	2.435655261	2.031677496	1.34596403	2.741229664	1.940429889	2.933383791
3757	3.896165266	3.396885587	11.01909425	4.385009902	7.151012479	4.499629068	3.73727574	4.797402142	5.702879139	8.76495417
23416	5.632591041	3.691154458	8.784634846	9.204227302	8.951098464	12.3721539	9.064230524	10.12667621	8.980874451	9.87716003
23415	3.139551352	1.758431108	3.459431619	3.537308493	2.435655261	1.347325492	0	2.741229664	0	0.871764811
27133	0	0.843501526	0	0	1.68036937	1.347325492	2.841590764	1.392152534	0.960585845	0
81033	0	1.37233924	3.258729962	0	3.449270826	1.729705026	0	4.413370675	5.702879139	5.904994611
90134	0	1.37233924	0	5.201986651	0	0.825541427	0.824564212	2.087259152	0.960585845	0
131096	0	0.843501526	0	1.218037159	2.703255772	0.825541427	2.492135196	0	1.940429889	1.411317768
30820	0.901571685	1.37233924	8.14174238	0	1.0721058	0.825541427	0	1.781149852	4.01231837	3.082174594
30819	4.055282436	4.887515523	5.964135208	4.080239801	3.449270826	3.247046441	2.492135196	3.629111778	4.094514784	3.34036287
30818	3.896165266	2.062743429	10.50850224	5.350065788	6.997649198	6.331574454	4.395494721	6.130304907	7.039557364	8.044779333
80333	2.41692079	2.527720953	4.392317423	3.362301553	4.994172381	2.990918566	6.535278488	3.531131892	4.876870517	4.909081827
3766	7.296916207	4.766409645	5.896547959	7.952359195	3.295767098	2.679288666	2.841590764	4.797402142	2.739070393	4.067604301
3767	4.055282436	6.946539049	8.490134464	6.401807926	7.784010524	6.438198022	7.92080599	7.271777679	6.740931607	7.142096843
3768	3.717298052	0.843501526	9.516544317	6.552103435	8.90538881	2.679288666	2.988975468	6.079218087	2.518635847	8.700223991
3769	1.452120959	1.758431108	3.025542685	2.931928843	2.106884289	2.493954694	0.824564212	1.781149852	2.739070393	2.767464121
3770	5.292575635	5.251730452	5.996775131	5.39623143	5.22433746	6.091308434	3.968017002	5.173015468	5.64949475	5.543594864
3772	3.717298052	2.313884328	4.063011031	3.163112244	8.388311823	4.499629068	8.287656979	3.426023167	4.383185866	7.765518171
3773	0.901571685	7.137721756	4.95419631	0	2.928881927	6.596232999	1.34596403	3.312636134	3.250158169	0
3758	0.901571685	0	1.280124892	0	2.928881927	0	2.677418036	4.618127042	4.730313886	3.835722002
3759	5.799281622	4.807916433	4.739540309	7.449066911	4.943382207	6.987192373	4.638149157	4.956841927	6.550211158	5.618614553
3760	0	0	3.792553458	1.218037159	0	0	0	0	0	0
3761	2.160984708	4.326717099	7.238404739	0	3.449270826	0	0.824564212	2.554367826	3.626777867	4.868676889
3762	3.275096468	2.878823414	7.499845887	5.98491285	6.38698679	1.729705026	1.34596403	3.531131892	1.940429889	5.322075964
3763	0	0	1.280124892	0	1.0721058	1.347325492	0	0	1.940429889	0
3764	5.35510791	5.696107911	7.095020343	7.897243451	6.811934643	6.65268582	4.845811172	4.918600905	7.338357556	7.263946134
3765	0.901571685	0	0	0	1.68036937	1.347325492	0	0	0.960585845	0
54207	1.452120959	0	0	0	2.435655261	0	0.824564212	0.857821792	1.940429889	0
56660	3.139551352	2.062743429	3.934110716	2.656496371	3.449270826	3.12465899	0.824564212	0.857821792	0	0.871764811
56659	3.809496764	3.283744017	4.739540309	5.526469505	4.994172381	2.679288666	5.538836108	4.413370675	3.832383717	3.917231235
60598	4.198580587	1.758431108	8.997179481	10.14165656	8.088649394	3.739329676	7.459589815	5.134163428	7.295559574	6.257740458
83795	0	0	0	0	3.449270826	0	0	0	1.532117437	0.871764811
89822	0.901571685	2.062743429	1.280124892	4.473799897	4.13241233	2.493954694	3.65136173	3.72084755	3.832383717	3.917231235
338567	0	0	0	0	0	0	0	0	0	0
3775	10.22333132	9.347943531	7.640761177	9.352087357	10.36953246	9.917406692	8.945164049	8.873174313	9.2710897	8.898899116
3776	0	2.527720953	5.019194836	7.889195466	2.435655261	1.347325492	2.279501011	0.857821792	3.099059506	0
3777	1.452120959	0	9.009228746	4.290394913	5.459395551	5.389793936	3.65136173	1.781149852	3.250158169	5.982781432
50801	1.452120959	1.37233924	5.277452934	1.218037159	1.0721058	1.347325492	0.824564212	0.857821792	4.686461308	3.657445651
8645	10.42808386	8.611281213	8.751544059	8.417214551	8.951098464	9.205033711	8.699757745	8.297219852	8.210306058	7.941419166
9424	9.211922111	5.507433128	7.661269324	8.092140297	9.528642616	7.038939834	8.817846743	9.371234307	9.841950325	7.70942023
10089	4.32892261	2.313884328	5.253342631	5.858707135	3.83090431	4.684280151	0	3.531131892	4.246058393	3.559296014
51305	2.8230156	0	5.081386501	0	1.68036937	1.347325492	0	1.781149852	1.532117437	5.197102649
3778	7.469359355	6.412959311	10.13057056	9.461978677	6.662928945	8.095855342	8.36728937	5.705366976	4.78084025	10.77891211
3779	5.865218571	6.84052366	6.339850003	7.944613097	5.66146744	7.243927987	5.465210483	5.989838381	5.476362244	8.506428983
10242	1.452120959	2.527720953	8.939579214	1.218037159	2.928881927	1.347325492	1.34596403	4.4673447	2.930264245	4.694674079
27094	6.306061689	7.027834136	5.930737338	7.604619942	5.52994585	6.201377054	6.301441321	6.061780517	5.828286301	6.143832153
27345	6.274054748	2.062743429	6.616811997	6.234014566	5.893226284	5.190662265	2.677418036	2.741229664	8.269005085	7.018263617
3780	4.448458298	3.501783058	6.438198022	3.962447226	4.658542836	2.493954694	4.766293023	3.888489994	9.262225951	7.411888878
3781	5.193389339	3.283744017	1.280124892	3.537308493	4.943382207	6.759367588	3.895128091	5.487576386	4.508409636	5.130309026
3782	4.8468844	6.195621228	7.429855278	8.167278135	6.479018708	5.880565541	5.780590946	5.134163428	6.728113708	6.882794647
3783	11.02296495	6.0301065	6.288042892	7.921122683	9.123553947	10.0388714	10.15161126	6.179642416	6.149940143	7.970350394
55539	1.452120959	0	4.660249813	0	0	0	0	0.857821792	0	0
10984	5.969825092	6.717081403	7.066243141	3.69483563	6.584547666	5.901962599	4.883982422	5.515002761	6.742844305	7.579496216
3784	9.970912309	6.027120868	8.964093321	7.944535208	9.99064817	6.397282731	5.631500125	9.960113751	8.05909998	8.755898704
3785	1.452120959	3.599567744	0	6.208367036	7.488730292	1.347325492	0	0.857821792	0	0.871764811
3786	3.398979633	4.077994919	6.698456037	3.834165097	4.220376393	2.843501526	0	1.781149852	2.258307857	2.110864324
9132	5.324180547	6.726094154	8.043612995	2.315798063	4.038743442	4.229634064	4.103598348	5.100401632	3.925154435	5.491320804
56479	4.32892261	1.37233924	6.234303956	2.315798063	0	2.031677496	0	0.857821792	1.532117437	3.559296014
283518	3.056184651	4.991694166	3.038137638	2.252960563	7.474758877	5.451178136	6.253113781	8.203163953	8.270641065	8.479209943
3787	5.049548002	2.313884328	7.711298037	4.557434598	4.220376393	3.653404021	2.029982866	2.087259152	1.532117437	2.579976597
3788	1.452120959	0	2.747236999	1.218037159	0	1.347325492	0	0.857821792	1.532117437	0.871764811
3790	5.554800636	7.564393413	5.672425342	6.072813251	6.907778782	5.842242216	5.188499833	5.321664779	8.346528359	8.389910065
57582	0.901571685	1.37233924	8.035781146	1.218037159	3.123964106	0.825541427	0	1.392152534	2.930264245	1.411317768
343450	0	0.843501526	6.698456037	2.931928843	0	1.347325492	0.824564212	1.392152534	2.258307857	4.827102579
157855	0	0	1.280124892	0	0	0.825541427	0	0	0.960585845	0
27012	0	1.37233924	3.934110716	0	2.928881927	0.825541427	0	0	0.960585845	0
169522	1.452120959	0	1.280124892	1.218037159	1.0721058	0	1.728138203	0.857821792	0	1.411317768
375616	9.980080012	3.171190812	8.472545852	7.199489788	7.117040446	4.861052157	1.38056323	8.241385934	4.331927307	9.92074824
83892	9.606675033	10.2218859	10.09332327	10.23986437	10.05207824	10.39133479	9.812541063	9.725628527	10.52925601	10.1490355
147040	8.418467427	9.294189484	8.866395862	8.668301762	9.26986888	8.289876414	8.582785545	8.698000682	9.310316033	8.677010627
115207	9.508647718	8.057139388	8.413627929	9.035823751	7.979443488	8.622235623	6.856494004	9.24171317	9.680007642	11.12607519
253980	8.721122778	9.342657408	8.616286378	7.780263505	8.784346278	8.11205213	8.165131608	9.00219337	9.53851469	8.43903339
65987	9.524038398	5.507433128	9.021178209	5.954382453	8.359543572	9.247808391	10.53718471	9.168245388	9.890212436	9.428290654
79047	5.706400699	9.585766279	12.44001635	7.967727152	7.309818285	7.808423666	7.2851525	7.602429413	9.540348931	7.984601882
57528	0.901571685	0	3.792553458	0	2.106884289	1.347325492	0	1.392152534	2.518635847	0
79734	8.034989842	7.193597309	8.370687407	7.982933128	8.579230693	7.768107555	5.027304472	7.209793529	8.201059903	8.816319703
130535	7.941292389	8.301943338	8.419659392	7.671843904	7.9346368	7.885825692	7.929957835	7.778218434	7.765872176	8.153893476
146212	0	0.843501526	3.459431619	0	1.0721058	0	0	2.087259152	0.960585845	1.411317768
284252	10.68014578	10.6375809	10.82370845	10.47177488	11.05961945	11.30489743	10.79242591	10.97817203	10.09626884	10.13738978
222658	8.666692337	9.42998956	8.803208628	9.494173968	9.670074451	9.555262847	10.08353265	9.442025559	9.203244967	9.553067657
283219	7.884128383	7.888429109	7.6094425	8.525027429	8.123288549	7.474387369	8.153459311	7.712687941	7.571485692	8.080601707
23510	9.854056756	10.15107706	10.49998826	9.947983727	9.975149661	9.540378575	9.208462879	9.349840282	9.214776388	10.0743802
51133	9.253552063	8.880525747	10.14338321	8.861679375	10.032468	10.38385017	9.863580922	9.767914125	9.664954228	9.755005217
386618	0	0	0	0	1.0721058	0.825541427	0	0	0	0
54442	9.920177012	9.875338367	9.408481327	9.242637039	9.26986888	10.10510459	9.84797499	9.754408528	9.646339814	9.771537338
200845	6.98718555	7.652476456	7.651051691	5.858707135	6.598731431	7.535710841	7.750477878	8.027636779	7.110412315	7.107787239
154881	7.264703435	8.646028695	9.113369986	7.690489033	7.205913449	6.630369066	7.225529446	6.318275259	7.069740828	7.808877321
386617	0	0	1.280124892	0	1.0721058	0	0.824564212	0.857821792	3.250158169	3.34036287
54793	9.017813646	9.41159509	5.825640638	8.099134744	7.339584594	8.304045066	8.762573389	9.047194818	8.43200272	8.263147582
79070	6.290146057	6.516740096	6.14974712	6.234014566	6.709268576	6.674662612	6.137317027	7.395265064	7.620859822	7.558817878
143888	8.465283144	8.95631778	6.935796809	8.873966341	8.34982569	8.795205883	9.762193155	9.807688346	9.849367411	9.816047487
10945	12.33747673	12.67402896	11.12070075	12.564001	12.58762635	12.02640462	12.81577228	12.16961545	12.57936433	12.6397732
11014	11.9748826	12.70508473	10.47558865	12.7985411	12.71870443	11.87891344	13.019324	12.36577853	12.49344862	12.30324192
11015	8.100333819	9.398068566	6.595657315	8.7371777	9.930207612	8.1673504	10.34788254	9.981207919	9.793556329	8.626405916
23028	10.93678618	11.29793795	12.11108907	11.11451044	11.74718773	11.63487937	12.23729775	11.52243372	11.96648602	12.01816122
221656	8.251810915	9.349701203	8.26745574	8.498820093	7.861288559	8.842083467	9.154831777	8.769568119	9.062277166	8.923765131
22992	11.59682066	12.55050966	11.16804527	12.44379616	11.12944422	11.36990254	11.36092618	11.43158629	11.00951283	11.24824503
84678	10.06980875	9.955130415	10.46628043	9.559912003	9.71109305	9.643389583	10.42171856	10.06325377	10.57736717	10.22343594
55818	9.475606784	10.56982448	11.34167765	9.67591488	9.983029784	9.507082828	10.32551875	9.936459799	10.34844446	9.969616471
51780	10.09981355	10.74633166	11.20954042	10.17844687	10.88810135	11.0291513	11.56340761	10.79373928	10.66238203	10.79719395
9682	10.28239463	9.417037499	11.07984668	10.44946615	11.14946916	10.6948486	10.75009101	10.5970851	10.75343422	11.29087683
23030	10.03563917	10.61290968	11.03194727	10.38715173	11.40755766	10.82321659	12.32467525	10.27687185	10.43282133	9.806720061
23081	8.813090777	8.219750322	8.830628336	8.794320983	8.898738924	8.321562416	8.834998414	8.706442143	8.359053297	7.674683089
390245	0	0	1.280124892	0	0	0	0	0	0	2.579976597
55693	5.527911704	4.538805075	6.935796809	6.155664242	6.021193203	5.190662265	5.360803199	5.461214213	5.506700314	6.038486665
5927	9.876879263	9.941988794	8.956272471	9.574164345	9.661340058	9.469154596	9.909977513	9.511898695	10.05580694	9.678947084
10765	9.872877844	10.70435958	11.83802206	9.657079023	11.79586738	11.46872819	12.4740892	10.94228995	11.02597046	11.7324472
8242	11.40464633	11.52008462	12.43099756	11.63931312	12.01852263	11.81534158	11.33106153	12.09147486	11.65348786	11.81634471
8284	0	0	0	0	0	0	0	0	0	0
7403	9.13158897	8.761448844	8.370687407	8.878038647	7.991993408	9.29113063	8.639670637	8.895494701	8.451628197	8.797607707
23135	10.21597957	10.21515219	10.54068156	9.805581378	10.67406477	10.19433383	10.68571804	10.28440922	10.72097064	10.52636122
3791	7.10102704	7.335182199	8.642309513	9.530848735	6.739353981	9.002728114	7.811168511	8.212834859	9.401939086	9.587711333
2531	10.25339617	9.856916926	9.411510988	8.342552079	9.109224464	9.816001393	9.279989137	9.064809577	9.719398576	9.74248073
9817	11.11956258	11.54692464	12.58089786	11.51114575	11.57800905	10.84578969	10.73940782	10.60948562	10.64969377	10.95569509
3792	3.618790722	3.160984708	3.025542685	6.308326287	1.68036937	0	0	1.781149852	2.258307857	3.917231235
11081	1.452120959	0	0	0	2.106884289	0	1.34596403	0.857821792	3.511822218	0.871764811
387628	5.792293154	5.244491329	5.351508194	5.159790624	5.630979104	6.409915303	5.343102194	4.885281501	6.846937038	6.01978641
654466	6.893385268	5.527699062	7.076205261	6.013627513	6.33886828	7.073097205	6.142521677	5.730748629	6.919652331	6.834726383
100129128	0	7.602281676	0	0	1.68036937	1.347325492	0	3.629111778	0.960585845	4.740177423
80759	3.809496764	5.330461596	7.572672945	3.962447226	5.930997472	4.053650074	2.492135196	3.965534965	4.676352044	5.899388345
10657	11.53317085	11.75919854	11.48158321	11.31256552	11.65549374	12.08168006	12.4717412	11.87952819	12.16707895	12.26385966
202559	0.901571685	0	0	0	3.123964106	0.825541427	2.988975468	1.781149852	1.532117437	4.784294578
10656	3.398979633	5.604851188	9.278449458	5.858707135	8.053158049	6.345341372	9.068380609	6.713977564	7.809114709	7.881755152
3795	7.06406908	4.228649404	8.395564553	5.799131353	6.812218387	6.863970653	6.356506552	5.434634899	5.250832756	7.406676967
23351	10.78245648	9.801097367	10.89403816	9.733824597	10.29979746	10.46817579	9.677901596	9.972030166	9.821761866	10.21362857
8570	10.85124479	11.64859725	11.09454903	11.0374068	11.17556053	11.57479256	12.12349549	11.41794463	11.49133028	11.47294149
9933	9.169055115	9.475779629	8.358180408	8.571033202	8.809380679	10.27207126	9.760911684	9.162121396	9.179902125	8.286341977
9674	9.735661789	8.826008806	8.931159737	10.78213569	9.936714194	9.6948788	10.22964992	10.18321008	9.423963625	9.03521562
9808	0.901571685	0	2.402094544	0	0	2.031677496	0	0	0.960585845	4.203780624
23065	9.43094612	10.33623618	11.10674986	10.82284548	10.89980409	10.46017122	10.96316623	10.02348408	9.748251563	10.11705032
9703	11.5075142	11.73503538	12.27177981	12.18890526	12.30600799	12.19348849	11.4850577	11.56823979	11.05237459	12.09087972
9768	8.678966972	9.648288906	7.681489324	8.276210964	7.846367946	9.912952939	10.00839304	10.2985763	9.606414837	10.348393
57291	8.243570551	10.46019559	11.5199872	11.29363476	11.2499425	10.93099703	11.49452987	11.45348255	12.11017555	10.38668088
9834	4.889755824	6.09860694	3.63559189	8.336645802	3.588012978	3.12465899	1.34596403	1.392152534	2.518635847	4.32819739
9812	9.837726475	9.328465576	10.60428848	9.790536499	10.032468	10.20192051	10.13785519	10.6288586	10.48232143	9.943104511
23514	9.311858641	9.328465576	8.789300839	9.536012674	9.689468304	9.572923386	9.719291098	9.460441766	9.792017668	9.522463443
9798	11.53781157	11.27360756	10.53513645	10.84173534	11.32378285	10.89400716	11.19955555	11.08669514	11.28199967	10.72121619
23199	10.24309959	10.93260254	10.44782123	9.788374296	10.50923048	10.74488252	10.99839199	10.99319882	10.60919887	9.673781827
9772	10.44518012	10.81455066	11.7079938	10.48686699	11.33952658	10.70760235	10.6641909	11.23789774	11.02778901	11.47136952
9897	9.26987332	9.264680215	12.4414992	9.726480103	9.256927851	9.249639697	9.685918605	9.124820513	9.46316672	9.436953428
9711	9.938160356	9.518599459	9.734903152	10.24302554	9.140563442	9.540378575	9.13532272	8.865656572	8.701571235	9.51430081
9778	9.470319867	9.279510297	9.231221181	9.17141902	10.06103995	9.935722568	9.487918998	9.822001926	9.837481764	10.10514232
23506	8.779286318	9.043609714	9.485254329	8.530212404	8.140301154	8.201811737	8.145624983	8.552639513	8.321147476	8.132720776
9766	10.50937638	9.026129172	9.248266554	10.4878534	10.70202468	10.23742223	9.692655077	10.55131779	9.949390481	10.142695
283638	11.54117732	10.53780157	10.81801146	10.49715037	10.6032327	11.05503896	10.02921488	10.92852556	10.38156242	10.7304067
9870	10.05813274	10.25133435	9.482375789	9.499470618	9.636494663	10.45065	10.21568636	9.840015942	9.681670628	9.817375113
79932	10.91489895	9.398068566	11.20369756	11.51546587	11.48794693	10.64833673	11.12293124	10.84324688	10.70227513	10.45138639
9856	0.901571685	1.37233924	5.141011725	1.868884273	5.52994585	1.729705026	1.34596403	4.797402142	4.829651708	5.779834897
9710	8.840668734	9.845750026	11.98049664	10.01608787	8.88870642	9.397373229	8.998332611	9.099406464	9.482375789	9.155563562
23392	10.9329478	11.38750773	10.68787551	10.68203756	10.97522312	11.06547329	11.21367529	10.87897786	11.18625894	10.08213254
9692	9.151016539	9.368896438	8.047591281	8.439431153	9.487952953	9.433943828	9.361150731	9.854051768	9.431514319	9.421252969
9675	9.140492634	9.918613129	10.52677865	8.890187656	9.587716583	9.850198873	8.683616809	9.623839982	8.975461669	9.334973342
9729	0	3.396885587	0	0	0	0	0	0	0	0
9907	10.0308587	10.34771592	9.73059139	10.08992631	9.545769182	9.777169655	9.162616402	9.507896101	9.615352105	9.817375113
9811	7.796715845	7.873843951	10.01780265	8.68699278	9.393270961	8.996198058	7.509279376	8.517891778	9.375468917	9.559428717
9665	10.16997722	10.03461315	10.11949703	10.09867786	9.888862403	10.29530805	10.0628825	10.3160113	10.15849747	10.27902294
23334	10.26520808	8.633067512	11.05385802	10.22797976	9.553875769	9.444263497	8.449898074	9.292964375	9.610750807	9.839785316
9813	11.04345572	10.67731813	10.6395991	10.92282097	10.42496365	10.51794678	10.87860228	10.84607015	11.01347985	10.53929154
57212	8.629230197	9.230744364	10.38293274	8.658864833	9.171236106	9.105402822	8.298296772	9.066996242	8.811981509	9.433494474
9764	8.507188898	9.795046583	7.139551352	9.17141902	8.305264682	8.124081495	6.448786998	7.740354874	7.130033023	8.331641628
9847	9.48961097	9.621126037	7.251989809	8.705444393	8.354692813	8.672247823	8.387359525	9.348043154	10.18101121	9.676710635
23247	9.348820422	9.150329668	10.03950664	8.76383314	9.405049962	9.363948778	8.64523763	9.808995538	9.746663621	9.293600394
9731	9.25764972	9.843256851	9.780656884	9.630771661	10.1782448	9.663626768	9.61818028	10.17106293	9.644635756	9.802704081
23078	8.425769372	8.988264313	7.588179428	7.913207173	9.103452529	8.338869617	10.44922109	10.30771312	10.41693535	9.430027417
9786	7.448001464	7.629508897	6.985435535	7.652954649	8.285009586	8.810522152	8.767686906	8.25564424	7.714810806	8.166449835
9858	9.808696037	9.825681975	10.37208769	9.586660612	10.17549666	10.3509605	9.62664775	9.797188763	9.70475268	8.853031283
9776	10.80018654	10.9696523	11.16625279	10.86449199	10.83248792	10.69333562	10.53868103	10.53876735	10.70552371	10.56005927
100132341	5.049548002	6.11523513	5.751064643	4.977463111	4.038743442	4.99494171	3.968017002	5.487576386	4.876870517	4.740177423
23277	11.19040344	12.41478678	12.25338323	11.47463255	11.62207351	11.67767714	11.597549	11.58861987	11.46501657	11.38569462
9840	7.206539691	3.599567744	1.280124892	6.355825015	3.449270826	2.281253134	3.73727574	4.519378353	4.677953554	5.26094399
9851	8.663607557	9.021725671	8.407571144	6.9581722	8.100288609	9.060205494	8.697080156	9.149794616	9.105041322	9.260797481
643314	6.046670033	6.810204006	8.149021017	6.100962935	5.266269326	7.236558629	6.34314129	5.100401632	4.829651708	6.501862656
23376	9.041773303	8.523682698	7.499845887	7.718012898	7.921574981	8.996198058	9.554519401	9.315304015	8.802842025	8.558166593
23255	2.989938264	7.027834136	10.98289171	5.607194176	7.874905139	4.808745422	5.800685097	7.395265064	10.65393563	7.142096843
22863	8.80751142	9.498141145	8.149021017	8.133608733	8.035079498	8.513643913	7.574922708	8.196947299	8.811981509	8.459584487
23383	10.33322525	10.61948142	11.25999542	10.57447309	10.09488658	10.54165354	9.689964262	9.867877164	9.953526145	10.19470072
653319	8.676856937	6.587690521	9.012624539	8.831462749	8.897405322	8.806919794	7.722205742	9.149959698	9.157872627	8.62097269
23366	6.786269628	6.937217256	8.741948591	2.931928843	6.598731431	7.280215852	7.878890835	8.571246	8.299649919	8.389910065
22889	9.396054783	11.39816361	10.48280796	10.02896497	9.430630055	10.52436022	8.749710571	9.701902479	9.757742347	9.487864949
23053	10.45866293	10.49714329	12.20618584	11.2510915	11.30630229	11.1140312	10.36316461	10.93212896	10.69403492	10.7197971
23240	8.603703484	6.286522647	8.467023056	8.555860625	7.443756648	8.037690255	8.081368923	8.176838356	9.117381289	8.598878788
23379	9.459687756	9.883855076	9.094643301	9.538587825	8.48914189	9.236771468	9.000505982	8.934342523	9.082559432	9.318191188
22832	7.667160518	7.277252059	6.028695117	6.128571799	7.248377336	6.68552673	7.719147154	8.224636513	8.420097491	7.803527997
22878	9.529132223	10.95182511	8.28077077	8.865786462	8.378786004	9.334915929	9.337859136	9.637147231	9.748251563	9.15975632
23251	4.128714071	4.077994919	4.814699094	4.557434598	4.526738658	5.06317502	2.677418036	1.781149852	3.832383717	4.49676911
23325	9.381107265	9.751831565	7.555685037	8.005446026	7.82667432	9.502482373	8.896977763	9.496583584	9.583684173	8.957872821
23349	0	1.758431108	5.141011725	0	2.435655261	3.653404021	9.204697558	1.781149852	3.099059506	2.579976597
23285	6.74015583	5.843109523	6.234303956	5.645920651	5.136626164	4.99494171	5.248250185	6.318275259	5.965664247	5.944411047
84162	9.498295153	9.115626074	8.667871906	9.520465073	8.921880202	9.355470252	8.971993248	9.617885979	9.486187222	9.318191188
57456	9.556000352	9.380980039	8.529709305	8.560935774	8.79512859	9.499407233	9.82485821	9.684916721	9.642929502	9.675246975
57189	8.715175413	8.813325869	8.127072971	8.815710227	9.839368681	10.06510683	9.455015014	9.818112227	9.397898132	9.325674009
57462	7.448001464	4.679626473	9.244873505	6.942700988	7.128453229	7.176216043	5.538836108	6.146938243	5.506700314	7.107787239
57179	10.55670558	12.47380423	11.05344108	10.78430726	11.01803837	11.22477227	11.34005298	10.84050761	10.78657488	11.0325802
57214	6.123403405	6.957923882	8.836140639	5.574240804	7.778660662	7.81640323	8.42185739	6.149417904	9.457140136	5.985238554
57481	0	0	4.181333173	0	1.68036937	1.347325492	1.34596403	1.392152534	5.05165487	6.12680151
57482	4.971860797	6.047538389	8.163470051	7.185492942	7.04659801	5.782778103	6.594028942	4.413370675	7.970183561	8.567664085
56243	11.73181693	10.12051589	10.53145106	12.13432845	10.79089623	11.37888693	10.24714521	11.16074337	10.98816943	10.68966817
57495	0	0.843501526	0	0	1.0721058	0.825541427	0	1.781149852	0	0.871764811
57221	4.504709366	5.034638318	8.177775309	7.771533047	8.595770307	8.492147216	8.423445811	7.756703753	7.100500454	7.771010032
57501	3.275096468	5.034638318	5.751447653	3.163112244	6.202104229	4.256693673	3.357847551	6.023918431	6.242979707	7.28167507
284058	10.00914825	10.39614878	10.75619886	9.805581378	9.744279353	9.709589443	9.959426622	9.993906415	9.867014273	10.06546918
27143	7.497352893	9.170360249	10.52538094	8.785675762	8.72167581	8.482835379	6.214241398	8.604746687	8.917364918	8.945783839
26128	8.779286318	9.297836119	8.004019852	8.785675762	8.908702144	9.145297883	9.793865815	9.19048054	9.148980357	9.227231334
55683	10.05342621	10.43557922	11.48733762	10.2477544	10.11079765	9.934584613	9.818712701	10.00877105	9.983496577	10.46415598
